"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.32175583998218,0.281365716935522,-4.69764353091061,2.63180233264835e-06
"RECR_INFO_COLL_UNIV_TEACHERY:REGIONCANADA",-0.98082925301159,1.08589440861741,-0.903245513769985,0.366395607074174
"RECR_INFO_COLL_UNIV_TEACHERN:REGIONCANADA",-0.441832752279183,0.379797356159857,-1.16333814628561,0.244692334470387
"RECR_INFO_COLL_UNIV_TEACHERY:REGIONASIA",-1.49165487677785,0.65764732189827,-2.26816840441508,0.0233189444071519
"RECR_INFO_COLL_UNIV_TEACHERN:REGIONASIA",-0.431862579959325,0.286150804794723,-1.50921322856014,0.131244300700088
"RECR_INFO_COLL_UNIV_TEACHERY:REGIONAFRICA",-13.2443119367785,624.193890060108,-0.0212182659069333,0.983071543475679
"RECR_INFO_COLL_UNIV_TEACHERN:REGIONAFRICA",1.29435686579408,0.366021135279727,3.53628995988139,0.000405789038165451
"RECR_INFO_COLL_UNIV_TEACHERY:REGIONLATIN AMERICA",-0.757685701697456,1.09734528142548,-0.690471553960848,0.489897692611227
"RECR_INFO_COLL_UNIV_TEACHERN:REGIONLATIN AMERICA",0.907322061891257,0.300645487472681,3.01791345520761,0.00254521580544788
"RECR_INFO_COLL_UNIV_TEACHERY:REGIONOCEANIA",-13.2443119368435,882.743420122543,-0.0150035804684955,0.988029323903791
"RECR_INFO_COLL_UNIV_TEACHERN:REGIONOCEANIA",-0.818310323514074,0.798742884837459,-1.02449779403118,0.3056002122415
"RECR_INFO_COLL_UNIV_TEACHERY:REGIONEUROPE",-0.693147180560239,0.803637563416046,-0.862512172295504,0.388405737741161
"RECR_INFO_COLL_UNIV_TEACHERN:REGIONEUROPE",-0.0213097865869266,0.313954369786908,-0.0678754259779542,0.945884800857201
"RECR_INFO_COLL_UNIV_TEACHERY:REGIONMIDDLE EAST",-13.2443119366493,266.157290688447,-0.0497612216535241,0.960312669015259
